xl;xu;x;relative_error;tol;iter;function;method
0.3064630809;0.2278842853;0.2278842853;34.4818843178;0.0001000000;8;(x/1) - tan(x);Secant
0.2278842853;0.1745971364;0.1745971364;30.5200588976;0.0001000000;9;(x/1) - tan(x);Secant
0.1745971364;0.1317259606;0.1317259606;32.5457302856;0.0001000000;10;(x/1) - tan(x);Secant
0.1317259606;0.0997563677;0.0997563677;32.0476712905;0.0001000000;11;(x/1) - tan(x);Secant
0.0997563677;0.0753395164;0.0753395164;32.4090896052;0.0001000000;12;(x/1) - tan(x);Secant
14.1300000000;13.1027068947;13.1027068947;7.8403120328;0.0001000000;1;(x/1) - tan(x);Secant
13.1027068947;13.1958840704;13.1958840704;0.7061078680;0.0001000000;2;(x/1) - tan(x);Secant
13.1958840704;41.7159744209;41.7159744209;68.3673119145;0.0001000000;3;(x/1) - tan(x);Secant
41.7159744209;0.5195988927;0.5195988927;7928.4956355437;0.0001000000;4;(x/1) - tan(x);Secant
0.5195988927;0.5728384171;0.5728384171;9.2939863655;0.0001000000;5;(x/1) - tan(x);Secant
0.5728384171;0.3779878013;0.3779878013;51.5494455295;0.0001000000;6;(x/1) - tan(x);Secant
0.3779878013;0.3078556991;0.3078556991;22.7808360792;0.0001000000;7;(x/1) - tan(x);Secant
0.3078556991;0.2289449788;0.2289449788;34.4671111730;0.0001000000;8;(x/1) - tan(x);Secant
0.2289449788;0.1754173200;0.1754173200;30.5144661963;0.0001000000;9;(x/1) - tan(x);Secant
0.1754173200;0.1323490103;0.1323490103;32.5414671209;0.0001000000;10;(x/1) - tan(x);Secant
0.1323490103;0.1002298055;0.1002298055;32.0455622683;0.0001000000;11;(x/1) - tan(x);Secant
0.1002298055;0.0756978372;0.0756978372;32.4077533519;0.0001000000;12;(x/1) - tan(x);Secant
17.2700000000;16.1770914985;16.1770914985;6.7559023305;0.0001000000;1;(x/1) - tan(x);Secant
16.1770914985;16.3292454445;16.3292454445;0.9317879783;0.0001000000;2;(x/1) - tan(x);Secant
16.3292454445;58.1370992356;58.1370992356;71.9125211627;0.0001000000;3;(x/1) - tan(x);Secant
58.1370992356;9.7504865513;9.7504865513;496.2481864834;0.0001000000;4;(x/1) - tan(x);Secant
9.7504865513;5.4302789976;5.4302789976;79.5577456620;0.0001000000;5;(x/1) - tan(x);Secant
5.4302789976;-4.5810881552;-4.5810881552;218.5368806207;0.0001000000;6;(x/1) - tan(x);Secant
-4.5810881552;-12.9362732792;-12.9362732792;64.5872651549;0.0001000000;7;(x/1) - tan(x);Secant
-12.9362732792;-6.1893525483;-6.1893525483;109.0085057885;0.0001000000;8;(x/1) - tan(x);Secant
-6.1893525483;0.5773847068;0.5773847068;1171.9633677940;0.0001000000;9;(x/1) - tan(x);Secant
0.5773847068;0.6580835226;0.6580835226;12.2627011651;0.0001000000;10;(x/1) - tan(x);Secant
0.6580835226;0.4312842677;0.4312842677;52.5869529313;0.0001000000;11;(x/1) - tan(x);Secant
0.4312842677;0.3551459046;0.3551459046;21.4386149858;0.0001000000;12;(x/1) - tan(x);Secant
